name,url_name,Birth Date,Death Date,Birth place,Death place,Nationality,Art Movement,Genre,Field,Influenced by,Influenced on,Wikipedia,Painting School,Official site,Friends and Co-workers,Family and Relatives,Pupils,Teachers,Art institution
Richard Diebenkorn,richard-diebenkorn,22-Apr-22,30-Mar-93,"Portland, Oregon, United States","Berkeley, California, United States",American,Abstract Expressionism,cityscape|landscape,painting,Elmer Bischoff|David Park|Pierre Bonnard|Henri Matisse|Edgar Degas|Chaim Soutine|Edward Hopper,,https://en.wikipedia.org/wiki/Richard_Diebenkorn,Bay Area Figurative School,diebenkorn.org,,,,,"National Academy Museum and School (National Academy of Design), New York City, NY, US"
Gene Davis,gene-davis,22-Aug-20,6-Apr-85,"Washington, D.C., United States",,American,Post-Painterly Abstraction,abstract,painting|installation,,,https://en.wikipedia.org/wiki/Gene_Davis_(painter),Washington Color School,,,,,,
Carmen Herrera,carmen-herrera,31-May-15,,"Havana, Cuba",,American|Cuban,Concrete Art (Concretism),abstract,painting,,,https://en.wikipedia.org/wiki/Carmen_Herrera,,,,,,,
William Congdon,william-congdon,15-Apr-12,15-Apr-88,"Providence, Rhode Island, United States","Milan, Italy",Italian|American,Abstract Expressionism,,painting,,,https://en.wikipedia.org/wiki/William_Congdon,,,,,,,
Helen Frankenthaler,helen-frankenthaler,12-Dec-28,27-Dec-11,"Manhattan, New York, United States","Darien, Connecticut, United States",American,Abstract Expressionism|Post-Painterly Abstraction,abstract,painting,Hans Hofmann|Jackson Pollock|Willem de Kooning|Cubism|Abstract Expressionism,Kenneth Noland|Morris Louis|Jules Olitski|Abstract Expressionism,https://en.wikipedia.org/wiki/Helen_Frankenthaler,New York School,www.frankenthalerfoundation.org,,Robert Motherwell,,Rufino Tamayo|Hans Hofmann,"Hunter College, City University of New York, New York City, NY, US|Bennington College, Bennington, VT, US"
Audrey Flack,audrey-flack,1931,,"New York, United States",,American,"Abstract Expressionism|Pop Art|Photorealism (Super-Realism, Hyper-Realism)",,painting|printmaking|sculpture,,,https://en.wikipedia.org/wiki/Audrey_Flack,,,,,,,
Betty Parsons,betty-parsons,31-Jan-00,23-Jul-82,"New York, United States","New York, United States",American,Abstract Expressionism,,painting|sculpture,,,https://en.wikipedia.org/wiki/Betty_Parsons,,,,,,,
Joan Mitchell,joan-mitchell,12-Feb-25,30-Oct-92,"Chicago, Illinois, United States","Vétheuil, France",French|American,Abstract Expressionism|Abstract Art,abstract,painting|printmaking,,,https://en.wikipedia.org/wiki/Joan_Mitchell,,,,,,,
Robert Goodnough,robert-goodnough,23-Oct-17,2-Oct-10,"New York City, United States","White Plains, New York, United States",American,Abstract Expressionism|Abstract Art,,painting,,,https://en.wikipedia.org/wiki/Robert_Goodnough,New York School,,,,,,
Robert Rauschenberg,robert-rauschenberg,22-Oct-25,12-May-08,,,American,Neo-Dada,,assemblage,,Andy Warhol|Gerhard Richter|Wolfgang Tillmans|Edward Ruscha,https://en.wikipedia.org/wiki/Robert_Rauschenberg,New York School,,Cy Twombly,,,,"Académie Julian, Paris, France|National Academy Museum and School (National Academy of Design), New York City, NY, US"
Esteban Vicente,esteban-vicente,20-Jan-03,10-Jan-01,"Turégano, Spain","Bridgehampton, New York, United States",American|Spanish,Abstract Expressionism|Abstract Art,,painting,,,https://en.wikipedia.org/wiki/Esteban_Vicente,New York School,museoestebanvicente.es,,,,,
Kazuo Nakamura,kazuo-nakamura,13-Oct-26,9-Apr-02,"Vancouver, British Columbia, Canada","Toronto, Ontario, Canada",Japanese|Canadian,Abstract Expressionism,,painting|sculpture,,,https://en.wikipedia.org/wiki/Kazuo_Nakamura,Painters Eleven (P11),,,,,,
Terry Frost,terry-frost,13-Oct-15,1-Sep-03,"Leamington Spa, Warwickshire, United Kingdom",,British,Abstract Expressionism|Post-Painterly Abstraction|Abstract Art,abstract,painting|printmaking,,,https://en.wikipedia.org/wiki/Terry_Frost,St Ives School,,,,,,"Royal Academy of Arts (RA), London, UK"
William Scott,william-scott,15-Feb-13,28-Dec-89,"Greenock, Scotland, United Kingdom","Coleford, England, United Kingdom",British,Abstract Expressionism,still life|abstract,painting,,,https://en.wikipedia.org/wiki/William_Scott_(artist),,,,,,,
Nicolas Carone,nicolas-carone,4-Jun-17,15-Jul-10,"New York City, United States","Hudson, New York, United Kingdom",American,Abstract Expressionism|Abstract Art,abstract,painting|sculpture,,,https://en.wikipedia.org/wiki/Nicolas_Carone,New York School,www.nicolascaroneestate.org,,,,,
Richards Ruben,richards-ruben,1925,1998,"Los Angeles, United States","Venice, Italy",American,Abstract Expressionism,abstract,painting,,,,,,,,,,
Adja Yunkers,adja-yunkers,1900,1983,,"New York, New York City, United States",American|Latvian,Abstract Expressionism,abstract,painting|printmaking,,,https://en.wikipedia.org/wiki/Adja_Yunkers,New York School,,,,,,
Richard Hambleton,richard-hambleton,23-Jun-52,,"Vancouver, British Columbia, Canada","New York City, United States",American|Canadian,Street art,,painting|installation,,,https://en.wikipedia.org/wiki/Richard_Hambleton,,,,,,,
Friedel Dzubas,friedel-dzubas,20-Apr-15,1994,"Berlin, Germany","New York City, New York, United States",German|American,Abstract Expressionism|Post-Painterly Abstraction|Abstract Art,abstract,painting,,,https://en.wikipedia.org/wiki/Friedel_Dzubas,,,,,,,
Elaine de Kooning,elaine-de-kooning,12-Mar-18,1-Feb-89,"Brooklyn, New York, United States","Southampton, New York, United States",American,Abstract Expressionism,,painting,,,https://en.wikipedia.org/wiki/Elaine_de_Kooning,New York School,,,,,,"American Artists School, New York City, NY, US|Black Mountain College, Black Mountain, NC, US"
Yayoi Kusama,yayoi-kusama,22-Mar-29,,"Matsumoto, Nagano, Japan",,Japanese,Feminist Art|Outsider art (Art brut)|Pop Art,,painting|sculpture|drawing|performance|installation,,,https://en.wikipedia.org/wiki/Yayoi_Kusama,,,,Joseph Cornell,,,
Guido Molinari,guido-molinari,12-Oct-33,21-Feb-04,"Montreal, Canada","Montreal, Canada",Canadian,Post-Painterly Abstraction,abstract,painting|printmaking,,,https://en.wikipedia.org/wiki/Guido_Molinari,Nouveaux Plasticiens,,,,,,
Manoucher Yektai,manoucher-yektai,22-Dec-21,,"Teheran, Iran, Islamic Republic of",,Iranian,Abstract Expressionism,portrait|landscape,painting,,,https://en.wikipedia.org/wiki/Manoucher_Yektai,,www.yektai.com,,,,,"École des Beaux-Arts, Paris, France|Art Students League of New York, New York City, NY, US"
Sonya Rapoport,sonya-rapoport,6-Oct-23,,"Boston, Massachusetts, United States","Berkeley, California, United States",American|Jewish,CyberArt|P&D (Pattern and Decoration),,painting|installation,,,https://en.wikipedia.org/wiki/Sonya_Rapoport,,,,,,,
Al Held,al-held,1928,2005,"Brooklyn, New York, United States",United States,American,Abstract Expressionism|Post-Painterly Abstraction|Abstract Illusionism|Abstract Art,abstract,painting,,,https://en.wikipedia.org/wiki/Al_Held,,alheldfoundation.org,,,,,
Frederick Hammersley,frederick-hammersley,5-Jan-19,31-May-09,"Salt Lake City, Utah, United States","Albuquerque, New Mexico, United States",American,Post-Painterly Abstraction,abstract,painting,,,https://en.wikipedia.org/wiki/Frederick_Hammersley,Four Abstract Classicists,hammersleyfoundation.org,,,,,
Paul Jenkins,paul-jenkins,12-Jul-23,9-Jun-12,"Kansas City, Missouri, United States","Manhattan, New York City, United States",American,Abstract Expressionism|Abstract Art,abstract,painting,,,https://en.wikipedia.org/wiki/Paul_Jenkins_(painter),New York School,,,,,,"Art Students League of New York, New York City, NY, US"
Jose Guerrero,jose-guerrero,1914,23-Dec-91,"Granada, Spain","Barcelona, Spain",American|Spanish,Abstract Expressionism,abstract,painting|printmaking,,,https://en.wikipedia.org/wiki/Jos%C3%A9_Guerrero_(artist),New York School,,,,,,
Avigdor Arikha,avigdor-arikha,28-Apr-29,29-Apr-10,"Rădăuţi, Romania","Paris, France",French|Jewish|Romanian|Israeli,Expressionism|Contemporary Realism,portrait|still life,painting|printmaking,,,https://en.wikipedia.org/wiki/Avigdor_Arikha,,,,,,,"Bezalel Academy of Arts and Design, Jerusalem, Israel"
Nathan Oliveira,nathan-oliveira,19-Dec-28,13-Nov-10,"Oakland, California, United States","Palo Alto, California, United States",American,,,painting|printmaking|sculpture|lithography|drawing,,,https://en.wikipedia.org/wiki/Nathan_Oliveira,Bay Area Figurative School,,,,,,
Frank Stella,frank-stella,12-May-36,,"Malden, Massachusetts, United States",,American,Post-Painterly Abstraction|Minimalism,abstract,painting|printmaking|sculpture|architecture,Ad Reinhardt|Morris Louis|Fernand Leger,Andy Warhol|Sarah Morris|Jessica Stockholder|Charles Gibbons,https://en.wikipedia.org/wiki/Frank_Stella,,,,,,,"National Academy Museum and School (National Academy of Design), New York City, NY, US|Art Students League of New York, New York City, NY, US"
Jay DeFeo,jay-defeo,1929,1989,"Hanover, New Hampshire, United States",United States,American,Abstract Expressionism,abstract,painting|drawing|photography|collage,,,https://en.wikipedia.org/wiki/Jay_DeFeo,San Francisco School,,,,,,
Gandy Brodie,gandy-brodie,1924,1975,"New York City, New York, United States",,American,Abstract Expressionism,figurative,painting|drawing,,,https://en.wikipedia.org/wiki/Gandy_Brodie,New York School,,,,,,
Allan Kaprow,allan-kaprow,23-Aug-27,6-Apr-06,"Atlantic City/ New Jersey, United States","Encinitas / Encinitas, United States",American,Performance Art|Conceptual Art,performance|installation,performance|art theory|painting|sculpture,,,https://en.wikipedia.org/wiki/Allan_Kaprow,Fluxus,www.allankaprow.com,Wolf Kahn|Roy Lichtenstein|George Segal,,,,
Behjat Sadr,behjat-sadr,29-May-24,11-Aug-09,"Iran, Islamic Republic of",France,Iranian,Abstract Expressionism,abstract,painting,,,https://en.wikipedia.org/wiki/Behjat_Sadr,,behjat-sadr.com,,,,,
Rosemarie Beck,rosemarie-beck,"July, 1923",15-Jul-03,"New Rochelle, United States","New York City, New York, United States",American,Abstract Expressionism|Expressionism,landscape|portrait,drawing|collage|painting|lithography,,,https://en.wikipedia.org/wiki/Rosemarie_Beck,New York School,www.rosemariebeck.org,Philip Guston|Bradley Walker Tomlin,,,Robert Motherwell,"Art Students League of New York, New York City, NY, US"
René Marcil,rene-marcil,5-May-17,25-Sep-93,"Montreal, Quebec, Canada","Montreal, Quebec, Canada",Canadian,Abstract Art|Neo-Expressionism,,painting,,,https://en.wikipedia.org/wiki/Ren%C3%A9_Marcil,École de Paris,www.renemarcil.org,,,,,
Craig Kauffman,craig-kauffman,31-Mar-32,9-May-10,"Los Angeles, California, United States","Angeles City, Philippines",American,Light and Space,,painting|sculpture|installation,,,https://en.wikipedia.org/wiki/Craig_Kauffman_(artist),,,,,,,"University of California (UCLA), Los Angeles, CA, US"
John Chamberlain,john-chamberlain,16-Apr-27,21-Dec-11,"Rochester, Indiana, United States","Manhattan, New York City, United States",American,Abstract Expressionism|Neo-Dada|Junk Art,sculpture,sculpture|photography,,,https://en.wikipedia.org/wiki/John_Chamberlain_(sculptor),,,,,,,
Alfred Jensen,alfred-jensen,11-Dec-03,4-Apr-81,"Guatemala City, Guatemala","Livingston, New Jersey, United States",American|Guatemalan,Post-Painterly Abstraction,abstract,painting,,,https://en.wikipedia.org/wiki/Alfred_Julio_Jensen,,,,,,,
Peter Busa,peter-busa,23-Jun-14,1985,"Pittsburgh, PA, United States","East Hampton, NY, United States",American,Abstract Expressionism|Indian Space Painting,abstract,painting,,,,,,,,,,
Milton Resnick,milton-resnick,7-Jan-17,12-Mar-04,"Bratslav, Russian Federation",,American,Abstract Expressionism|Abstract Art,,painting,,,https://en.wikipedia.org/wiki/Milton_Resnick,,,,,,,
Taro Yamamoto,taro-yamamoto,29-Oct-19,12-Jun-94,"Hollywood, California, United States","Provincetown, Massachusetts, United States",American,Abstract Expressionism,abstract,painting,,,https://en.wikipedia.org/wiki/Taro_Yamamoto_(artist),New York School,,,,,,
Alma Woodsey Thomas,alma-woodsey-thomas,"September 20, 1891",24-Feb-78,"Columbus, Georgia, United States","Washington, D.C., United States",American,Post-Painterly Abstraction|Harlem Renaissance (New Negro Movement),abstract,painting,,,https://en.wikipedia.org/wiki/Alma_Thomas,,,,,,,
Howard Mehring,howard-mehring,1931,1978,"Washington, D.C., United States",,American,Post-Painterly Abstraction,abstract,painting,,,https://en.wikipedia.org/wiki/Howard_Mehring,Washington Color School,,,,,,
Leo Valledor,leo-valledor,1936,1989,,,American|Filipino,Abstract Expressionism|Post-Painterly Abstraction|Minimalism,abstract,painting,,,https://en.wikipedia.org/wiki/Leo_Valledor,Park Place,,,,,,
Ulfert Wilke,ulfert-wilke,1907,1987,"Bavaria, Germany","Anahola, Hawaii, United States",American|German,Abstract Expressionism|Abstract Art,abstract,painting|lithography,,,https://en.wikipedia.org/wiki/Ulfert_Wilke,New York School,,,,,,
Richard Smith,richard-smith,1931,15-Apr-16,,,British,Post-Painterly Abstraction|Pop Art,abstract,painting|printmaking|drawing|installation,,,https://en.wikipedia.org/wiki/Richard_Smith_(artist),,,,,,,
Paul Wonner,paul-wonner,24-Apr-20,23-Apr-08,"Tucson, Arizona, United States",United States,American,Contemporary Realism,still life,painting|printmaking|drawing,,,https://en.wikipedia.org/wiki/Paul_Wonner,Bay Area Figurative School,,,,,,
Anton Heyboer,anton-heyboer,9-Feb-24,9-Apr-05,Netherlands,Netherlands,Dutch,Minimalism,,painting|printmaking,,,https://en.wikipedia.org/wiki/Anton_Heyboer,,www.anton-heyboer.nl,,,,,
Neil Welliver,neil-welliver,22-Jul-29,5-Apr-05,"Millville, Pennsylvania, United States","Belfast, Maine, United States",American,Contemporary Realism,landscape,painting,,,https://en.wikipedia.org/wiki/Neil_Welliver,,,,,,,
Hassel Smith,hassel-smith,27-Apr-15,2-Jan-07,"Sturgis, Michigan, United States",,American,Abstract Expressionism|Abstract Art,,painting,,,https://en.wikipedia.org/wiki/Hassel_Smith,San Francisco School,www.hasselsmith.com,,,,,
Pol Bury,pol-bury,26-Apr-22,28-Sep-05,"Haine-Saint-Pierre (La Louvière), Belgium","Paris, France",French|Belgian,Kinetic art,,painting|sculpture,,,https://en.wikipedia.org/wiki/Pol_Bury,COBRA|Jeune Peinture Belge,polbury.com,,,,,
Manuel Neri,manuel-neri,12-Apr-30,,"Sanger, California, United States",,American,Neo-Expressionism,sculpture,painting|printmaking|sculpture,,,https://en.wikipedia.org/wiki/Manuel_Neri,Bay Area Figurative School,,,,,,
Lee Bontecou,lee-bontecou,15-Jan-31,,"Providence, Rhode Island, United States",,American,Abstract Expressionism|Abstract Art,,painting|printmaking|sculpture,,,https://en.wikipedia.org/wiki/Lee_Bontecou,New York School,,,,,,
Armand Vaillancourt,armand-vaillancourt,29-Sep-29,,,,Canadian,Abstract Expressionism,sculpture,sculpture,,,https://en.wikipedia.org/wiki/Armand_Vaillancourt,,,,,,,
Joe Tilson,joe-tilson,24-Aug-28,,"London, United Kingdom",,British,Pop Art,,painting|printmaking,,,https://en.wikipedia.org/wiki/Joe_Tilson,,www.joetilson.com,,,,,"Central Saint Martins (CSM), London, UK"
Ed Clark,ed-clark,6-May-26,18-Oct-19,"New Orleans, United States","Detroit, Michigan, United States",American,Abstract Expressionism,abstract,painting,,,https://en.wikipedia.org/wiki/Edward_Clark_(artist),,artistedclark.com,,,,,"School of the Art Institute of Chicago (SAIC), Chicago, IL, US|Académie de la Grande Chaumière, Paris, France"
Dan Flavin,dan-flavin,1-Apr-33,29-Nov-96,"Jamaica, Queens, New York, United States","Riverhead, New York, United States",American,Minimalism,sculpture,painting|drawing|installation,,,https://en.wikipedia.org/wiki/Dan_Flavin,,,,,,,
Manabu Mabe,manabu-mabe,14-Sep-24,22-Sep-97,"Takara, Shiranui, Japan","São Paulo, Brazil",Japanese|Brazilian,Abstract Expressionism|Abstract Art,abstract,painting,,,https://en.wikipedia.org/wiki/Manabu_Mabe,,,,,,,
Alice Baber,alice-baber,22-Aug-28,2-Oct-82,"Charleston, Illinois, United States","New York, United States",American,Abstract Expressionism|Abstract Art,,painting,,,https://en.wikipedia.org/wiki/Alice_Baber,,,,,,,
Eva Hesse,eva-hesse,11-Jan-36,29-May-70,,,American|Jewish|German,Arte Povera|Post-Minimalism,,sculpture|installation,,Nasreen Mohamedi,https://en.wikipedia.org/wiki/Eva_Hesse,,,,,,,"Art Students League of New York, New York City, NY, US|Yale School of Art (Yale University), New Haven, CT, US"
Arthur Pinajian,arthur-pinajian,1914,1999,,"Bellport, New York, United States",American|Armenian,Abstract Expressionism,,painting|drawing,,,https://en.wikipedia.org/wiki/Arthur_Pinajian,,,,,,,
Moshe Kupferman,moshe-kupferman,12-Aug-26,20-Jun-03,"Yaroslav, Poland",Israel,Jewish|Polish|Israeli,Abstract Expressionism|Minimalism,abstract,painting|printmaking,,,https://en.wikipedia.org/wiki/Moshe_Kupferman,,www.kupferman.co.il,,,,,
Bernard Cohen,bernard-cohen,1933,,"London, United Kingdom",,British,Abstract Expressionism|Minimalism|Abstract Art,abstract,painting|printmaking,,,https://en.wikipedia.org/wiki/Bernard_Cohen_(painter),,,,,,,
Nasreen Mohamedi,nasreen-mohamedi,1937,1990,"Karachi, India",,Indian,Minimalism,abstract,painting|drawing|photography|collage,Kazimir Malevich|Wassily Kandinsky|Paul Klee|Constructivism|Suprematism|Minimalism|Eva Hesse,,https://en.wikipedia.org/wiki/Nasreen_Mohamedi,,,,,,,"Central Saint Martins (CSM), London, UK|Maharaja Sayajirao University of Baroda, Vadodara, Gujarat, India"
Donald Judd,donald-judd,3-Jun-28,12-Feb-94,"Excelsior Springs, Missouri, United States","Manhattan, New York, United States",American,Minimalism,,painting|sculpture|design|architecture,Ad Reinhardt|Constantin Brâncuși,Damien Hirst|Jessica Stockholder,https://en.wikipedia.org/wiki/Donald_Judd,New York School,,,,,,"Art Students League of New York, New York City, NY, US"
Jane Frank,jane-frank,25-Jul-18,31-May-86,"Baltimore, Maryland, United States","Baltimore, Maryland, United States",American,Abstract Expressionism,,painting|sculpture,,,https://en.wikipedia.org/wiki/Jane_Frank,,,,,,,
Robert Nickle,robert-nickle,1919,1980,"Saginaw, Michigan, United States",,American,Abstract Expressionism,,collage,,,https://en.wikipedia.org/wiki/Robert_Nickle,,,,,,,
Atsuko Tanaka,atsuko-tanaka,10-Feb-32,3-Dec-05,"Osaka, Japan","Nara, Japan",Japanese,Neo-Dada,,painting|sculpture|performance|installation,,,https://en.wikipedia.org/wiki/Atsuko_Tanaka_(artist),Gutai group,,,,,,
Pedro Coronel,pedro-coronel,25-Mar-22,23-May-85,"Jerez, Zacatecas, Mexico","Mexico City, Mexico",Mexican,Muralism|Abstract Expressionism,abstract,painting|sculpture,Diego Rivera|Rufino Tamayo,,https://en.wikipedia.org/wiki/Pedro_Coronel,La Ruptura (Breakaway movement),,Victor Brauner|Constantin Brâncuși,,,,
Paul Reed,paul-reed,1919,,"Washington, D.C., United States",,American,Post-Painterly Abstraction|Abstract Illusionism,abstract,painting|sculpture,,,https://en.wikipedia.org/wiki/Paul_Reed_(artist),Washington Color School,,,,,,
John McCracken,john-mccracken,9-Dec-34,8-Apr-11,"Berkeley, California, United States","New York City, United States",American,Minimalism|Light and Space,sculpture,painting|sculpture|installation,,,https://en.wikipedia.org/wiki/John_McCracken,,,,,,,
Ronald Davis,ronald-davis,1937,,"Santa Monica, California, United States",,American,Post-Painterly Abstraction|Abstract Illusionism|CyberArt|Light and Space,abstract,painting|printmaking|graphics,,,https://en.wikipedia.org/wiki/Ronald_Davis,,,,,,,
Karl Benjamin,karl-benjamin,29-Dec-25,26-Jul-12,"Chicago, United States","Claremont, CA, United States",American,Post-Painterly Abstraction,abstract,painting|printmaking,,,https://en.wikipedia.org/wiki/Karl_Benjamin,Four Abstract Classicists,karlbenjamin.com,,,,,
